Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-29.37724819,0,0,0,0,0,0,1,1,1,1,0,0,1,-88.06077342,-172.6071211,152.5232205,29.41649501,41.96761074,7.358056584,921.0972559,794.6578854,577.3941967,-3.597864254,-14.5431758,15.11678363
-14.71726792,0,0,0,0,1,0,1,1,1,0,1,0,1,132.0299629,47.22794434,-52.17348532,44.86514722,10.08771745,29.36029828,604.9906419,387.2454315,142.1871593,-28.49190086,-4.733264774,-18.95398263
-40.93640266,0,0,0,0,0,0,0,1,1,0,1,0,1,-41.80730361,45.84474088,-172.2060667,40.97564948,36.02513953,33.5631368,813.1128136,383.3063186,617.2792323,4.529691582,1.803102286,-13.49581465
0.802835394,1,0,0,0,1,1,1,0,1,0,0,1,1,45.33754539,-130.3671627,-101.5914263,8.196348415,1.881893879,4.812374635,616.4434851,939.6610102,354.455731,-5.362254596,29.06096502,26.73475134
-12.64378466,0,0,0,0,1,0,1,1,1,0,0,1,1,178.6162001,-52.36765022,169.6531735,15.59019426,39.89447378,20.46126892,413.427289,217.7320684,125.6545874,-11.46512439,13.5662659,16.97232438
-4.42004089,0,0,0,0,0,0,0,1,1,1,0,0,0,156.4121783,-141.1599942,-114.398098,4.459287709,22.03937109,8.696039871,895.8915738,99.08964968,44.16557176,3.437709348,16.34970403,-11.28359655
-15.40870824,0,0,0,0,0,1,1,1,0,1,0,1,0,150.2977797,76.88664417,42.6014581,15.44795506,42.1212297,5.61483183,730.5853615,646.4774324,833.1519857,-6.103066307,14.98933256,20.11323063
-1.852905503,0,0,0,0,1,0,1,0,1,0,1,0,1,58.55538034,-78.65943871,-97.06209577,32.0007848,28.10578126,26.57738938,660.4379663,47.55467311,348.7848085,-2.919565179,-15.54570017,12.9027008
-16.20674539,0,0,0,0,0,0,0,0,0,0,0,1,0,60.16330801,31.11826128,63.04046991,16.24599221,27.91252922,36.50178983,19.25747741,83.87350828,974.8016672,9.080971945,-16.12573103,-5.790531413
-19.35142494,0,0,0,0,1,1,1,1,0,0,1,0,1,-160.2749556,-70.6819033,-163.3710397,8.796454364,32.40746111,32.47889731,877.7990712,582.4329645,70.68433539,25.36467421,18.02232554,-12.84318861
0.308333434,1,0,0,0,1,1,1,0,0,1,1,0,1,-131.9386105,-172.2398806,21.54265411,13.53685581,42.27343712,44.14066362,286.6203889,800.820287,896.1113514,5.851594609,23.04100414,26.62389247
-41.97840786,0,0,0,0,0,0,1,1,1,1,1,0,1,-154.0614416,-33.57831057,60.09535195,42.01765468,36.49275145,21.80467223,756.7492101,417.0474537,971.785993,29.27848207,21.84885174,-6.666973445
-12.71305035,0,0,0,0,0,0,1,1,1,0,1,0,0,-33.3653677,-80.89669753,78.00110663,12.75229717,40.32894856,37.19605015,390.0265128,497.902943,694.8051927,20.06214007,6.577781381,4.484229651
-42.7519371,0,0,0,0,0,0,1,0,0,1,1,1,1,-36.67288337,5.532198916,56.71099515,42.79118392,32.50568314,18.00358854,831.8713393,134.3383417,60.46677194,-24.94517686,-20.1661009,-10.54680478
0,1,0,0,0,1,1,1,0,0,0,1,1,1,-22.97341594,117.5866224,-37.96751368,27.60636968,36.83883308,39.88057676,931.1116275,190.784648,258.5822514,23.87194109,5.601711623,0.230404911
-17.34829862,0,0,0,0,0,1,0,0,0,1,0,1,0,83.29934382,-50.38882485,-16.48354613,17.38754544,34.8999589,33.04219976,430.2778451,693.7525741,945.2134872,17.05395589,12.33431149,-23.43994563
-7.302087088,0,0,0,0,1,0,1,1,1,1,1,0,0,-125.0997707,-172.936416,-23.33680355,37.44996639,27.78255772,23.40582369,863.8682229,97.69791816,908.0522032,-23.51899835,1.019805486,-21.41063867
-20.2983101,0,0,0,0,0,0,0,0,0,1,0,0,0,-21.37151493,159.0908149,56.12897529,20.33755692,37.78638393,23.96805761,553.8870658,680.0655301,367.1899053,-15.64256363,4.735409548,22.01322328
-3.29478414,0,0,0,0,0,1,1,1,0,0,0,1,0,74.30660191,-92.31358583,102.6252295,3.334030959,17.72475421,0.152735533,220.6768919,1.300568701,189.179671,-21.45095671,-13.91544005,-19.50647608
-53.61951659,0,0,0,0,1,1,1,1,0,1,0,1,0,64.81391057,74.14227153,52.24636318,24.853943,9.81489284,34.75647961,228.0283236,370.864719,890.928821,21.38261446,-5.853987011,-10.91885295
-10.90228625,0,0,0,0,0,0,1,1,1,0,0,1,1,18.98356794,-81.06789426,-93.05937298,10.94153307,6.937175213,43.03873625,935.6613755,818.7144372,728.2618478,-19.4512963,-8.377741377,-18.67260164
-1.100296636,0,0,0,0,1,1,1,0,0,1,1,1,1,-108.6589076,62.01728548,-24.65597416,31.24817594,11.55530535,0.439139245,532.2830711,279.3919653,946.2301535,24.38659599,-6.438925442,-28.50868597
-11.83252601,0,0,0,0,1,0,1,1,0,0,1,0,0,-113.1198252,-110.5056662,-57.00812233,41.98040531,17.58003915,12.29475186,151.9470798,397.1088427,374.722467,-22.13311758,-3.897556926,-24.50920997
0.779620623,1,0,0,0,1,0,1,0,0,1,0,1,1,164.6443014,43.29361299,36.09437238,7.767202574,4.065603216,11.48679912,858.5705313,911.0670534,699.6337672,13.5109413,-16.20683527,4.563207379
-1.571636751,0,0,0,0,1,1,0,1,0,1,0,0,0,-82.84188107,8.869444343,170.1543877,31.96839084,14.03369753,13.11557074,850.3573374,911.647424,639.2761473,-14.67778212,-24.6800496,20.29533525
-27.27780213,0,0,0,0,1,0,1,1,0,1,0,0,0,-8.611301424,146.9168699,18.78300962,1.482295174,2.42383169,36.22784529,451.3748547,382.6462296,789.6437037,-8.14278783,1.9409961,12.69940236
-30.51020867,0,0,0,0,1,0,0,1,1,1,1,1,0,-0.592710292,111.2364962,-51.65678395,3.295954552,26.59461549,40.95845238,193.7659362,432.3677915,749.1597291,-27.6489308,26.77949939,15.82039942
0,1,0,0,0,0,1,0,0,0,0,1,0,0,12.62415789,166.9932468,-138.3746835,2.315173195,13.69570255,26.10863249,530.9644523,901.2080927,540.5504252,-4.081163349,2.560019246,12.74488835
-9.269465359,0,0,0,0,1,0,1,1,1,1,0,0,0,124.0154627,41.51703497,-44.42001191,39.47317872,35.31835923,20.92294275,813.9769268,898.4441372,429.2385431,-9.940234823,5.798826267,24.11944852
0,1,0,0,0,1,1,1,0,0,0,1,1,0,-134.184228,-176.8868324,81.74865641,15.93524097,35.12006757,19.64954887,436.5547824,49.21318036,49.63190152,-24.53398948,5.642221887,-15.53495669
-14.71812504,0,0,0,0,0,1,1,0,0,0,1,0,0,-115.5689451,48.00008892,44.64019955,14.75737186,36.13343922,44.97650364,980.9781609,127.0369422,232.240146,-28.582052,6.445956624,-23.35144072
-15.54248543,0,0,0,0,0,1,1,1,0,0,1,1,1,143.9938067,-110.3638493,91.59284934,15.58173225,18.83814364,7.007392366,819.0005839,624.9235278,738.5604216,18.30674524,-25.96664055,27.04741899
-11.41239116,0,0,0,0,0,1,0,1,1,1,1,0,0,-124.2616425,-128.1930017,38.1452592,11.45163798,14.58693923,18.0805913,406.3733214,386.1911386,609.8018238,-19.98655664,-18.71447561,-24.32226781
-61.55734993,0,0,0,0,1,0,0,1,0,0,0,0,1,-41.55591798,13.89651793,177.0133395,33.98491808,44.12046822,10.56521883,528.5590886,51.43605357,756.875471,6.118785977,21.43012255,29.29662836
-3.416491269,0,0,0,0,1,0,0,0,0,0,1,0,1,-55.19456955,44.20900464,106.7848867,33.56437057,5.649130411,37.0077303,25.15050143,414.4288809,731.407468,16.88244002,-7.962845092,14.69207137
-59.28495848,0,0,0,0,1,1,1,1,0,0,0,1,1,-59.87945506,-97.34308849,157.0032639,30.74349531,43.29512081,19.70879299,940.3366544,5.834324572,610.3070301,18.06454542,-16.021108,25.94812056
-63.53604907,0,0,0,0,1,0,0,1,1,1,0,1,1,-8.717174435,-36.33291838,35.79776967,36.02352446,4.728094708,36.96489874,841.08633,354.5062444,430.0694626,4.334353105,12.04948385,14.54818542
-20.0152827,0,0,0,0,0,1,0,1,1,1,1,0,1,-126.5525917,43.13373381,-86.17547542,20.05452951,37.97997802,8.829221343,303.8516228,483.2945677,337.8120439,17.90914977,29.24925451,-20.45714672
-10.41278624,0,0,0,0,1,1,0,1,1,0,1,1,0,177.1831089,-35.1534179,57.18833319,40.56066554,44.79217994,29.39234765,108.4364279,36.1140308,618.091239,4.028661714,27.71787947,14.76632817
-3.58112856,0,0,0,0,1,0,1,1,1,0,0,1,0,-78.54471448,136.8238535,-20.04107087,34.01613544,27.14833691,35.24696718,113.9306387,978.5638852,848.5966755,-26.96121014,-2.027889973,-10.4608035
-20.29511059,0,0,0,0,0,1,0,1,1,1,1,1,0,-14.52887636,165.0720946,104.4163285,20.33435741,15.00426839,2.659289071,740.9053029,506.7945241,199.9254131,-4.368386934,-19.87858328,15.10167545
0,1,0,0,0,1,1,1,0,1,1,1,0,0,131.2639245,-159.8570894,114.0678626,23.80151098,31.24577523,9.558220333,543.2799462,702.5202722,956.4345573,-3.327470228,-24.87613015,-26.55959115
-52.55454074,0,0,0,0,1,1,1,1,0,1,0,0,0,-64.43164185,118.6422496,115.9855901,25.68072827,25.73233363,12.87082226,699.1335593,796.2579433,441.5890562,-3.227063299,-2.060255498,-13.25764876
-27.21425412,0,0,0,0,1,0,1,1,1,0,1,0,1,13.86920681,-78.40614076,171.3447064,1.639148199,14.68100579,43.78561308,365.0326253,309.1496189,120.9123846,24.94594224,-21.87130766,-10.07292649
-55.01753054,0,0,0,0,1,1,1,1,1,0,1,0,0,35.50626959,-138.9491876,106.6483263,27.80327642,3.159608579,3.117553766,136.0073886,788.8913197,92.39845792,-15.72787248,-15.38112524,-23.71066724
-67.64118875,0,0,0,0,1,0,0,1,0,1,1,1,1,-25.9946656,-83.81013938,91.34498669,40.42693463,32.77998153,18.30735606,938.3158403,255.4274549,533.1632406,27.28529222,-13.93514781,-14.99492276
-43.79936995,0,0,0,0,0,0,0,0,1,0,0,0,0,54.90718587,150.2275694,3.542203265,43.83861677,8.877552394,5.003324271,297.3542934,396.4185356,420.7556833,-11.31147854,11.63059026,-24.48769
-25.84401574,0,0,0,0,0,1,0,0,1,0,1,1,1,1.703634321,-34.21494716,-117.5140218,25.88326256,27.27980697,9.650058319,519.9322551,989.1858096,489.9151624,11.69239267,-5.314690357,-27.91339559
-44.4433343,0,0,0,0,1,0,1,1,0,0,1,0,0,38.31919497,93.75703842,127.9248739,17.22908017,3.809213488,33.02429845,331.9893326,839.7495349,371.723308,19.6929162,-19.40888226,-22.22880834
0,1,0,0,0,0,0,0,0,1,0,0,0,1,133.675944,-150.0638772,-13.77437819,1.367506065,33.89402397,31.50192013,214.5122462,679.9046855,557.2926807,21.04073416,3.513929508,24.10641984
-57.80886468,0,0,0,0,1,0,0,1,0,1,1,0,1,86.86943579,-154.6381324,125.0400371,30.59461056,6.149318485,38.62809849,199.8341247,607.3399218,543.0449837,-20.26051848,-29.66081591,16.28910883
0,1,0,0,0,1,0,0,0,0,0,0,0,1,40.04536708,128.0778809,61.48695923,23.56164201,13.44669345,31.67860854,381.610876,567.6849978,887.8609553,20.57695734,23.92791335,26.34018549
0,1,0,0,0,1,0,1,0,0,0,0,0,0,70.44873366,46.045504,-17.86026443,21.31280739,42.73678591,3.757390281,279.82892,447.0073093,587.571264,22.6580483,-1.853968786,-3.754891458
0,1,0,0,0,0,0,1,1,0,0,1,0,0,52.12584935,142.7075206,-6.397054043,0.634188384,28.0296155,10.39929134,527.4339628,724.9919614,607.4157911,5.301986748,-3.993909598,-15.34962639
-38.09465983,0,0,0,0,1,1,0,1,1,1,1,0,0,-23.98713576,-129.6868467,90.69462287,10.88040571,29.27066951,38.58183274,84.37047105,972.0891617,31.45993556,20.12427303,20.14280089,-27.00854992
-12.02560503,0,0,0,0,1,1,0,1,0,0,1,1,0,113.7554112,-144.5985714,129.4536433,1.243305367,40.46203954,40.49709752,524.1060096,120.1995126,177.7940918,12.36645567,19.88158538,-27.90997077
-57.3453999,0,0,0,0,1,1,1,1,1,1,0,0,1,-36.26520686,71.15384464,-106.6764826,29.98469198,19.93797402,19.49828695,175.2394424,193.2023118,616.4213316,-13.85936353,3.580675897,26.68703951
-65.29791782,0,0,0,0,1,1,1,1,0,0,1,0,0,-59.98583274,171.3041295,19.9596739,38.0836637,18.36285725,20.79081737,826.3067208,991.2031999,523.9476493,25.52621338,14.34131169,4.04580337
0,1,0,0,0,1,0,0,0,1,0,0,1,0,39.15313464,-88.65028551,-132.2586983,24.5252201,37.25117692,37.6652822,833.348647,203.7154343,544.4176992,22.49656329,-22.73999483,21.38104611
-62.48676932,0,0,0,0,1,1,1,1,1,1,0,0,0,-35.56085151,9.71271079,141.9248572,35.02622962,3.12154212,12.54530379,379.3698347,864.6725464,419.9603694,-15.60735159,5.859270985,-1.235735784
-67.66654229,0,0,0,0,1,0,1,1,1,1,1,1,1,-32.46606031,-135.5827024,-20.51402664,40.45228816,15.91375508,5.40801538,569.1110254,875.0327264,348.5749771,-27.48473971,-21.45961684,-25.40442991
-11.05791054,0,0,0,0,1,0,1,0,1,1,0,0,1,1.731824288,-4.320230938,-0.778208749,42.1188999,17.51767573,5.271532458,240.423554,684.9084946,839.2536151,28.20867797,-17.08982323,15.62060079
-39.2688011,0,0,0,0,0,1,1,0,0,0,1,1,1,16.08567912,179.1418256,3.962935529,39.30804792,3.159966255,44.43924316,922.7134295,564.2609196,431.4620537,-9.729326085,13.24340567,-29.180666
-26.41268137,0,0,0,0,0,0,0,0,0,0,1,0,0,4.274795282,18.70626465,-103.2174382,26.45192818,6.424345141,2.350058752,683.3079153,608.5594784,219.6559348,-5.623203462,7.794476686,3.318457484
-30.57657811,0,0,0,0,0,1,0,0,1,0,1,1,1,-179.1942485,-43.2993817,145.5860507,30.61582493,17.04704088,28.43796198,243.2695225,571.4130716,981.7287738,20.98092113,-12.99334886,10.94745987
-59.62149475,0,0,0,0,1,0,1,1,1,1,0,1,1,23.72781276,155.3818093,101.9166781,30.85592116,20.97986782,11.7143143,569.2681711,248.7706629,319.3015915,24.64813393,23.11320246,17.67536545
-11.16213568,0,0,0,0,0,1,1,0,0,1,0,1,0,138.3921573,76.55284611,-43.86656229,11.20138249,11.37841854,34.52596175,49.86188505,685.2885676,620.2781222,14.8010778,28.6353389,-6.96518924
0,1,0,0,0,1,1,0,0,1,0,1,0,1,160.5632202,-147.0390686,147.0378134,22.94788667,27.67066043,14.22320404,77.48748152,850.614066,144.5269069,-7.770852441,7.343485985,29.85311415
0,1,0,0,0,0,0,1,0,0,1,1,1,0,-136.6170601,173.3746352,-1.15220816,1.00861445,2.422419704,6.339320892,893.4743117,465.8200731,560.8567381,-0.332619157,-25.93287069,23.85879254
-0.182767723,0,0,0,0,1,1,0,0,1,1,0,1,0,-20.54352022,17.28329664,24.06989944,30.6177746,16.71203601,3.520291913,456.3507237,47.84380016,738.256992,-27.71990788,27.25465946,14.54234007
-18.06711424,0,0,0,0,0,0,0,0,1,1,0,0,1,54.79185562,117.7193994,-69.09231297,18.10636106,39.79040922,31.52607795,241.8722951,759.8318157,290.9257372,-13.35367686,-29.63353182,-7.517331531
-11.27435961,0,0,0,0,0,0,0,1,0,1,0,0,0,-119.0743334,162.7938363,15.57728474,11.31360643,26.03575394,41.19644696,895.5965261,482.5066174,442.7399778,-11.29470287,-26.68117368,15.2275064
-5.284609124,0,0,0,0,0,0,0,1,1,0,1,1,1,-179.3522434,76.23495479,132.381644,5.323855943,1.756033953,26.91875364,604.3135056,516.4324104,7.507404093,11.33600182,26.76122252,22.41218739
0.80958846,1,0,0,0,1,1,1,0,0,0,1,0,0,111.5689691,-112.7665641,-91.00805157,2.438497862,27.40326554,34.97545932,511.0640891,27.75008845,990.3852816,0.056395425,-10.08015078,-19.5670116
-44.26470915,0,0,0,0,0,0,1,1,0,0,1,1,1,165.5550283,34.56780192,111.0854552,44.30395597,39.86660015,9.62266514,34.63006131,451.1237914,13.79455678,-1.577355052,27.07182544,-15.06286328
-32.20341395,0,0,0,0,1,0,0,1,1,0,1,1,0,-25.23049138,-105.4230903,-63.57550339,4.989159826,16.88445244,14.84567906,342.1051722,817.1188513,531.6853142,1.267322911,16.45858254,-22.78423375
0,1,0,0,0,0,1,0,0,0,1,0,1,0,72.99532923,2.428974535,-42.74420457,2.921919069,16.13609823,10.54130591,203.5040529,813.7795832,393.4345936,-26.78548975,-7.496905304,16.49965065
-7.346702484,0,0,0,0,1,1,1,1,0,1,0,1,0,-93.78298959,7.50617103,-101.1321504,37.90745568,29.83198091,36.73058783,793.8776001,469.1052036,309.5249793,11.25475485,29.2111334,16.19603255
-5.349163125,0,0,0,0,1,0,1,1,0,1,1,0,1,159.8505098,133.7227736,2.73679486,35.49704243,21.28637884,37.29607643,322.4815881,976.1465352,278.2110403,-25.63015171,15.07341635,19.87131723
-16.30604113,0,0,0,0,0,0,1,1,0,0,0,1,1,24.60741072,-42.89488946,48.44861453,16.34528795,18.34287502,16.59148756,468.3987604,503.4138433,910.5357824,-17.61413868,-9.683779483,4.447537319
-16.21912073,0,0,0,0,0,0,0,1,1,1,0,0,0,162.9101323,-72.64764366,-122.973812,16.25836755,33.37330918,31.76550045,700.8921729,6.225787412,374.3456013,24.08973716,-10.89931032,5.824975393
-47.50964901,0,0,0,0,1,0,0,1,0,1,0,1,0,82.57389762,78.28905676,-131.9645636,20.06050498,22.8954254,23.87206309,859.7170436,677.7249107,805.8382588,1.874572168,27.35375032,-25.99938332
-1.738587558,0,0,0,0,1,0,0,0,1,0,1,1,0,104.4846493,76.57593041,-9.864898185,31.88646686,43.11267665,22.7599003,305.0531153,789.8111838,236.3869636,-15.94183,-2.118036083,7.163208073
-36.83865255,0,0,0,0,0,1,0,1,0,1,1,0,1,-100.4194441,-145.4597993,-158.3404501,36.87789937,34.71652371,8.806307896,895.1181546,684.3001462,656.8464812,29.42287209,-27.97849241,-4.544803775
-38.70612458,0,0,0,0,0,0,0,1,1,1,1,1,0,-31.23441126,-101.5948672,129.0793022,38.7453714,12.77725552,27.6926782,779.4895018,954.8473114,919.6032462,-6.911057787,-20.24141902,17.80508519
-6.918784742,0,0,0,0,1,0,0,0,0,1,1,0,1,-86.95932921,-108.7523793,38.04950311,37.06666404,36.47767332,36.10066572,708.1133764,859.3778543,781.084518,-17.77218894,29.600595,-24.38252831
0,1,0,0,0,1,1,0,0,0,1,1,1,0,1.638068619,39.84766253,73.36682473,17.2502969,32.79075465,39.9278106,55.84832127,138.2163426,863.0649787,-4.695211047,-5.321149528,27.54848043
-42.73692479,0,0,0,0,0,1,1,0,1,1,0,1,1,138.1639714,-34.42181137,-71.56598886,42.77617161,20.72916869,12.944138,84.62663858,582.1813352,153.0686974,-25.61434163,4.83388661,-12.77911486
-15.67312151,0,0,0,0,1,0,1,1,1,0,0,0,0,-79.57082146,6.429927554,-91.5600101,13.38786785,29.2713342,40.11269875,861.1064667,209.9150768,399.0939116,23.2729814,-14.60831929,28.00809626
-4.33841389,0,0,0,0,0,1,1,0,1,0,0,0,1,-138.1364884,135.2594206,48.66709661,4.377660709,40.87977553,1.575720968,39.74969411,988.5678912,686.1815985,-7.398648436,0.259455168,15.80974076
-41.56542702,0,0,0,0,0,0,1,1,1,0,1,0,1,-72.71385984,69.01618886,136.9644937,41.60467384,3.656374892,21.72028566,128.2650557,252.9111592,883.9615348,-18.22338521,-22.71878072,2.621699608
-7.505281137,0,0,0,0,1,1,1,1,0,0,0,1,0,-94.75026946,124.1400416,113.9497095,38.08027638,16.65840829,17.24532892,861.3347481,463.9091929,570.5482199,11.71840852,27.65503639,2.778778755
-22.18593991,0,0,0,0,0,0,1,1,1,1,1,1,1,4.924461735,17.44988973,-120.5001207,22.22518673,24.08027704,8.946322192,623.1689123,26.31539365,318.7909613,1.979972065,-10.39357575,6.131426437
-17.97393296,0,0,0,0,0,0,0,0,1,1,1,1,1,-157.0540689,-26.82607749,-34.43826525,18.01317977,5.036518976,19.0939848,613.5458827,988.0612858,219.9007788,-8.755135325,-14.02548725,-12.51011796
-24.32716552,0,0,0,0,1,1,1,1,1,0,1,0,1,-142.3801196,72.08102653,-37.51044162,3.820713785,9.65154904,11.19595039,226.6531375,703.004391,754.1525852,2.837198032,3.209005196,7.834367502
-7.206693887,0,0,0,0,0,1,1,1,1,0,1,0,0,98.63493121,55.41135166,56.7825378,7.245940706,19.45695721,22.7288738,375.3322809,480.3722281,342.4214028,16.62878641,-6.963368257,12.69338562
